disease,text,risk_level
cystic fibrosis,"Why do I feel so ill all the time, even after a good night's sleep?",Low
presbyacusis,The emotional toll of diminished hearing is really starting to weigh on me.,Low
adrenal adenoma,"The muscle weakness is getting worse, and I feel exhausted despite sleeping enough; it's really concerning.",High
protein deficiency,I sometimes feel like vomiting; maybe I need to focus on my nutrition and protein.,Low
myoclonus,The involuntary movements make it impossible to sit still during meetings.,High
endometrial hyperplasia,I can’t handle this unpredictable menstruation; it’s taking a toll on my health.,Low
open wound of the foot,I can feel a lump forming on my foot that wasn't there before.,Low
myocarditis,I can't shake the palpitations; they hit me out of nowhere and leave me scared.,High
lyme disease,"Whenever I have a fever, it sets me back further in my recovery.",Low
dental caries,The restlessness I'm feeling is really impacting my daily life.,Medium
intestinal cancer,"My sharp abdominal pain came out of nowhere, and it hasn’t let up.",Low
atelectasis,This sharp chest pain leaves me gasping for air; I need help urgently.,Emergency
tracheitis,"I tried to rest, but the fever and cough keep waking me up.",Emergency
pyelonephritis,I never thought back pain could be linked to something like this.,Medium
chronic constipation,I feel like I'm always nauseous due to my ongoing issues with constipation.,Medium
poisoning due to antipsychotics,I have taken too much medication and my muscles are becoming extremely rigid.,High
pseudohypoparathyroidism,I’m really struggling with wrist pain; it’s hard to write or use my phone.,Low
poisoning due to antipsychotics,I've taken too much medication and my muscles are becoming extremely rigid; it's really concerning.,High
scleroderma,The peeling skin on my fingers makes everyday tasks really challenging.,Medium
ectopic pregnancy,Why does the sharp abdominal pain keep getting worse every day?,Medium
stenosis of the tear duct,I can't seem to stop the excessive tearing; it's embarrassing.,Low
connective tissue disorder,"I've been feeling ill lately, and it's frustrating not knowing if it's linked to my connective tissue disorder.",Low
congenital heart defect,"My exercise tolerance has dropped dramatically, and I feel dizzy after minimal effort. I really need help.",High
molluscum contagiosum,The constant peeling around the affected areas is really uncomfortable.,Medium
osteoarthritis,The swelling in my knee makes it hard to enjoy my daily walks.,Medium
volvulus,"After experiencing vomiting, I’m worried something serious is happening with my stomach.",Low
pneumothorax,"The back pain is crippling, and I'm gasping for air.",Emergency
threatened pregnancy,Feeling these persistent uterine contractions is leaving me uneasy about my threatened pregnancy.,Medium
hemophilia,It’s tough to deal with constant headaches alongside my hemophilia.,Low
adrenal adenoma,I never thought back weakness could affect my everyday life so much.,High
placenta previa,The spotting has me on edge constantly; it’s exhausting.,Low
neurofibromatosis,Those involuntary movements can be so frustrating and distracting.,Low
endometrial cancer,"After menopause, the vaginal bleeding surprised me; I thought I was done with all that.",Low
myoclonus,I can’t focus on anything when my body won’t stop moving uncontrollably.,High
drug abuse,"I keep having hallucinations, and I think it's because of my partner’s drug addiction.",Medium
colorectal cancer,Is it normal to find blood in the toilet? It scares me every time.,Low
factitious disorder,I wish my friends would recognize how my memory issues affect me daily.,Low
diabetic peripheral neuropathy,The swelling in my ankles is frustrating and makes my feet ache.,Medium
poisoning due to gas,I experienced sharp chest pain and wheezing after my neighbor's gas leak.,Emergency
injury to the finger,My finger has been sore for days after that little injury.,Low
kidney disease due to longstanding hypertension,I've never felt so tired; even simple tasks leave me breathless.,High
pneumoconiosis,I’m scared that this persistent cough is never going to go away Is this serious?,High
shingles (herpes zoster),This shingles outbreak has me feeling like I'm on fire with all this pain.,Emergency
gastroesophageal reflux disease (gerd),Every meal ends with nausea and regret; GERD has taken over my life.,Emergency
myopia,"I keep seeing spots in my vision, and it’s really concerning.",Medium
ear wax impaction,This constant pain in my ear is affecting my sleep at night.,Medium
bladder cancer,It’s unsettling when my doctor says I might have a bladder mass.,Low
metastatic cancer,I didn’t realize how much vaginal dryness would affect my comfort daily.,Low
drug abuse,I can’t shake this overwhelming anxiety since my friend started abusing drugs.,Medium
hidradenitis suppurativa,The skin lesions keep making me feel self-conscious in public.,Low
neurosis,"I often experience headaches that seem to come from nowhere, only adding to my constant stress.",Medium
fetal alcohol syndrome,It’s hard to keep friendships when my mood swings are unpredictable.,Low
bell palsy,It’s incredibly unsettling to experience such a loss of sensation in my cheek.,Medium
myelodysplastic syndrome,"Chills hit me unexpectedly, making me feel really uncomfortable.",Low
conversion disorder,"I keep having episodes where I can't speak, and it's terrifying.",High
vitamin d deficiency,"I’ve been feeling unusually fatigued lately, and it’s really frustrating.",Low
injury to the trunk,I’m experiencing painful symptoms in my scrotum after the injury.,Emergency
intracranial abscess,The neck stiffness and severe headache are making it impossible to function.,High
myocarditis,My ankle swelling and shortness of breath are getting worse by the day.,High
intracranial abscess,"I need help, this headache is relentless; it's making it hard to concentrate on anything.",High
stenosis of the tear duct,"The tear duct issues have taken over, making everything feel uncomfortable.",Low
granuloma inguinale,"I've had these spreading sores for weeks, and they're getting worse, not better. I really need help.",High
ingrown toe nail,The skin on my toe is peeling and painful because of this stubborn ingrown nail.,Medium
hammer toe,"Sometimes, the loss of sensation in my hammer toe worries me.",Low
myoclonus,I can’t sleep at night because my myoclonus keeps shaking my body awake.,High
urinary tract obstruction,It’s so unsettling to have these ongoing symptoms with no clear explanation.,Medium
croup,I can't stand watching her with that nasal congestion and constant cough.,Emergency
urethral valves,My lower abdominal pain feels like a weight I can't shake off.,Low
bladder disorder,Why does it hurt so much to urinate? This is unbearable.,Medium
frostbite,"Large blisters have formed on my hands, and the skin looks grayish-white. I really need help.",High
lewy body dementia,"My spouse says I've been acting strangely, and I don’t even notice it.",Low
bladder cancer,I wish I could find someone who understands my bladder issues better.,Low
paroxysmal supraventricular tachycardia,I’ve never felt this weak before; it's like my body is shutting down.,Emergency
toxic multinodular goiter,I’m just tired of feeling fatigued all the time; I wish I had more energy.,Low
pain after an operation,I'm struggling with a terrible headache that won't go away post-operation.,Emergency
abdominal hernia,"My upper abdominal pain has been persistent, and I'm getting really worried.",Medium
hypernatremia,"I felt dizzy and weak, and I had no idea it was hypernatremia.",Emergency
tension headache,"The tension headache is bad enough, but the back spasms are just cruel.",Medium
poisoning due to opioids,I feel like I'm losing myself to these pills; I didn’t expect this emotional toll.,Low
orbital cellulitis,"It’s just a little swelling, but my eye pain is getting worse.",Low
somatization disorder,Every day feels like a battle with depression and overwhelming nervousness; I need help now.,Emergency
urinary tract infection,The back pain is a constant reminder that I need help with this infection.,Medium
food allergy,I had a coughing fit after eating that dish with peanuts.,Medium
pulmonary hypertension,I woke up gasping for air; I can’t take this anymore!,Emergency
injury to the shoulder,I can't lift my arm without sharp shoulder pain showing up.,Medium
endometrial cancer,Vaginal itching is just another unwanted symptom I’m dealing with right now.,Low
open wound of the lip,I can't believe how swollen my lip has become since the injury.,Low
intracranial hemorrhage,"My speech feels slurred, and I can’t figure out what’s happening to me.",Emergency
osteoporosis,Joint pain has taken away my love for walking; it’s disheartening.,Medium
yeast infection,The diaper rash-like irritation keeps getting worse with every passing day.,Medium
dry eye of unknown cause,"My eyes are so red, I feel self-conscious all the time.",Medium
retinopathy due to high blood pressure,"I’ve noticed some spots in my vision, and I’m anxious about my eye health.",Low
human immunodeficiency virus infection (hiv),"I keep having nightmares about being diagnosed with HIV, and it’s affecting my daily routine.",Low
lice,My kids’ scratching is driving me nuts; I’m pretty sure they have lice.,Low
crushing injury,I wish I could bend my fingers without pain; it’s been weeks since my injury.,Low
poisoning due to antidepressants,I’ve been feeling so irritable lately since starting these antidepressants.,Low
presbyacusis,I keep hearing a ringing in my ears that distracts me all day.,Low
tuberculosis,"Every time I breathe, my chest feels heavy and congested What should I do?",High
abscess of the lung,"I've been dealing with these lung issues, and the feeling of breathlessness is overwhelming.",High
cranial nerve palsy,I can’t believe how difficult it is to speak clearly with this cranial nerve palsy.,Medium
carcinoid syndrome,I can't help but worry about the strange lump on my knee.,Low
kidney stone,I never knew kidney stones could cause this much back pain.,Medium
thoracic outlet syndrome,I can barely lift my arm without experiencing excruciating pain.,Emergency
chronic ulcer,I'm really frustrated with how slowly my skin healing seems to be progressing.,Low
poisoning due to ethylene glycol,These fainting spells and depressive feelings are ruining my life since the poisoning Is this serious?,High
aspergillosis,My shortness of breath makes even simple tasks feel impossible and scary.,High
vaginitis,I can't remember the last time I had a pain-free intimate moment due to pain during intercourse.,Medium
adrenal adenoma,My life has become a struggle with both anxiety and back weakness.,High
anemia,The shortness of breath hit me out of nowhere; I'm really scared.,Emergency
dengue fever,I just wish the sore throat would go away; it's making it hard to sleep.,Low
myocarditis,I never thought I'd fear sharp chest pain; it makes me anxious and scared What should I do?,High
anemia of chronic disease,"I can’t shake this ill feeling, and it’s really getting me down.",Low
nerve impingement near the shoulder,"My neck pain keeps getting worse, radiating down to my shoulder.",Medium
kidney disease due to longstanding hypertension,"The swelling in my ankles and face is getting worse, and I feel nauseated.",High
peripheral arterial embolism,I’ve been trying to manage this annoying leg swelling on my own.,Low
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I'm having these scary symptoms.",High
vesicoureteral reflux,I'm unsure why my child has started wetting the bed again without warning.,Low
down syndrome,It’s frustrating when the doctor doesn’t address her lack of growth.,Emergency
cerebral edema,I’ve been feeling dizzy all week and just don’t know why.,Low
gastritis,I feel like I'm about to pass out from this constant sharp abdominal pain.,Emergency
encephalitis,"I often forget important appointments, and it’s getting embarrassing.",Low
fracture of the neck,I’m frustrated that my neck injury is causing such persistent back pain.,Low
bursitis,I didn’t expect such severe leg pain from a simple fall.,Medium
hirschsprung disease,Trying to manage my constipation feels like a never-ending battle.,Low
allergy to animals,My nasal congestion really flares up when I visit friends with cats.,Low
esophageal varices,"Lately, I often feel dizzy, and it's really hard to focus on anything else.",Low
aphakia,The burning sensation in my eyes makes it hard to stay productive.,Low
psychotic disorder,"I’m struggling with insomnia, which only makes my psychotic symptoms worse.",Medium
aphakia,It’s tough to enjoy a movie when my vision is so blurry.,Low
hyperlipidemia,The pain in my legs when walking has gotten worse; circulation seems very poor. I really need help.,High
fracture of the leg,I'm frustrated that my knee still hurts and feels so weak after the fracture.,Medium
substance-related mental disorder,I wish I could control my anxiety; it makes everything feel impossible.,Low
soft tissue sarcoma,The dryness and scaliness on my skin are making me feel uncomfortable.,Low
conversion disorder,"Lately, i keep having episodes where I can't speak, and it's terrifying.",High
colonic polyp,"Lately, I've experienced rectal bleeding, and I’m scared it could be a polyp issue.",Medium
hypothermia,I felt so weak that I could barely stand after being exposed to the cold for hours What should I do?,High
myoclonus,"I can't control these muscle spasms, and they're interfering with everything I do.",High
attention deficit hyperactivity disorder (adhd),Every day feels like a battle against my own restless thoughts.,Medium
smoking or tobacco addiction,"Every time I cough, I feel a sense of doom creeping in.",Emergency
hypertrophic obstructive cardiomyopathy (hocm),"Every time my heart races, I wonder if I’m about to faint.",High
ectropion,My eyes are watering excessively; I didn’t expect this with ectropion.,Low
hydatidiform mole,I'm so worried about my diminished vision; it's making everything feel overwhelming.,Low
ovarian cancer,"I’ve been feeling bloated and it’s worrying me, especially with my family history.",Low
dislocation of the patella,"Every time I try to walk, my knee pain reminds me of the dislocation.",Low
decubitus ulcer,I’m feeling embarrassed about this skin lesion; I didn’t know it would happen.,Low
skin pigmentation disorder,My skin dryness has become unbearable; I feel like I can’t keep it moisturized enough.,Medium
zenker diverticulum,"This sore throat is driving me crazy, and I don’t know what to do What should I do?",High
vaginitis,I feel like my life is on hold because of the symptoms from this vaginitis.,Medium
hashimoto thyroiditis,I can’t understand why my weight won’t budge; it's driving me crazy.,Low
syphilis,I’ve been dealing with muscle pain and am anxious it could be syphilis.,Low
nasal polyp,I’m frustrated because no over-the-counter medicine seems to relieve my nasal congestion.,Medium
colorectal cancer,"My throat has been draining oddly, and it just doesn't feel right.",Low
diabetes,Why am I gaining weight when I barely eat?,Low
gastrointestinal hemorrhage,The melena I've noticed has me feeling completely helpless.,Emergency
gestational diabetes,The pain during pregnancy has made it hard to enjoy anything lately.,Low
amyloidosis,It's terrifying to feel breathless and not know what's causing it Is this serious?,High
congenital malformation syndrome,"Please help, the gum pain seems relentless; it affects my child’s ability to eat properly.",High
primary immunodeficiency,I didn’t expect that my appetite would decrease this much; it’s worrying me.,Low
rotator cuff injury,"I’ve noticed my fingers feel stiff, which is frustrating during simple activities.",Low
eye alignment disorder,I just want to know why my eye moves abnormally; it's so disorienting.,Medium
hyperopia,"My eyes keep deviating, making it hard to read anything.",Low
perirectal infection,"My scrotum has started swelling, and it's causing me a lot of pain.",Low
vaginismus,I dread any hint of intimacy because of my intense vaginal pain.,Low
congenital heart defect,"I need help, i can't shake the feeling that my arm swelling is related to my congenital heart issue.",High
brain cancer,I’m scared because my memory keeps fading; I feel lost in my own mind.,Emergency
deviated nasal septum,"The constant nasal congestion is irritating, and I can't focus on anything else.",Emergency
acne,I’ve been dealing with swelling and painful acne that just won’t go away.,Medium
intracranial abscess,My family is worried about my mental state; I feel lost in my own mind Is this serious?,High
benign kidney cyst,"Lately, I've experienced some low back pain that worries me.",Low
retinal detachment,Why do I have this persistent itchiness in my eye along with blurred vision?,Medium
poisoning due to ethylene glycol,"Please help, why do I feel so out of it? I suspect that ethylene glycol got me.",High
pneumoconiosis,The persistent cough I have is driving me crazy and exhausting me What should I do?,High
heart failure,I woke up gasping for air and my chest feels painfully tight.,Emergency
urethral disorder,"I’ve noticed that drinking alcohol makes my symptoms worse, yet I still find myself reaching for a drink.",Medium
open wound of the ear,"I thought my dry lips were unrelated, but now I’m not so sure.",Low
conjunctivitis,The discomfort around my eyes is keeping me from sleeping well at night.,Medium
toxic multinodular goiter,"Sometimes, my double vision makes it hard to read or watch TV comfortably.",Low
poisoning due to antipsychotics,"Lately, i feel extremely sedated and my blood pressure seems very low.",High
zenker diverticulum,Why does my elbow feel weak when I've this diverticulum flare-up?,High
pinworm infection,I wish the symptoms would just stop; this is affecting my daily life.,Low
cholesteatoma,Why does my ear feel so congested all the time?,Low
food allergy,I had an allergic reaction that left my face feeling swollen.,Medium
valley fever,I've been sick for weeks after exposure to desert dust; something is really wrong.,High
coronary atherosclerosis,I keep getting these intense chest pains; I really need help now.,Emergency
poisoning due to analgesics,These painkillers are causing me unnecessary problems during my pregnancy.,Low
gynecomastia,"The skin around my breasts feels swollen, and it's uncomfortable to touch.",Low
hydatidiform mole,The spots I noticed have me worried; I just want reassurance everything is okay.,Low
foreign body in the vagina,It’s frustrating to deal with painful urination and this mystery situation.,Low
panic disorder,"Every time I try to sleep, anxiety keeps me wide awake, causing severe insomnia.",Emergency
drug abuse (barbiturates),Sometimes I wonder if I'm losing my grip on reality because of this drug.,Low
congenital heart defect,"The arm swelling is getting worse, and I feel like no one is taking our concerns seriously.",High
chronic pancreatitis,I feel trapped by the nausea; it’s ruining my ability to work.,Medium
adrenal adenoma,I am experiencing severe mood swings and my blood pressure is out of control.,High
pulmonic valve disease,The fear of not being able to breathe is overwhelming at times.,High
scabies,"Every time I scratch, it seems like my skin gets worse.",Low
open wound of the lip,My lip ulcer is making it hard to enjoy my favorite foods.,Low
hypertrophic obstructive cardiomyopathy (hocm),"My heart races suddenly and I feel like I might pass out, the palpitations are terrifying; it's really concerning.",High
ear wax impaction,I've noticed my hearing has diminished significantly; it's really frustrating.,Medium
actinic keratosis,These irregular appearing spots on my skin have me worried about what’s going on.,Medium
pharyngitis,"Every time I swallow, my throat feels like it's on fire.",Low
postpartum depression,I’m struggling with feelings of hopelessness; it’s hard to see a way out.,Medium
valley fever,It’s frustrating to deal with shoulder swelling on top of all my other valley fever symptoms.,High
hyperlipidemia,"Please help, i've been feeling sharp chest pain lately, and I suspect my hyperlipidemia is to blame.",High
aspergillosis,"Please help, my life has been turned upside down by the constant breathlessness and knee pain.",High
adrenal adenoma,"Lately, i'm experiencing severe mood swings and my blood pressure is out of control.",High
pemphigus,"The skin lesions are itchy, and it's becoming hard to resist scratching them.",Low
cyst of the eyelid,This eyelid mass makes me feel self-conscious and uncomfortable.,Low
factitious disorder,My friends think I'm just playing up my elbow pain for attention.,Low
foreign body in the vagina,I’ve been feeling anxious and uncomfortable since I noticed the foreign body in my vagina.,Low
ependymoma,I've become more sensitive to light because of my eye pain.,Low
hyperlipidemia,It feels overwhelming to manage my hyperlipidemia while also battling weight gain.,High
depression,"I'm struggling with overwhelming anxiety and still feel empty, despite trying to be social.",Medium
lung cancer,I can hardly take a few steps without gasping for air.,Emergency
anemia due to malignancy,I dread social events because of my relentless flatulence and fatigue What should I do?,High
varicocele of the testicles,The pain radiates from my scrotum to my lower abdomen; I don't know what's wrong.,Medium
tuberous sclerosis,I can't believe how often my seizures disrupt my daily life What should I do?,High
parkinson disease,I wish there was a solution for the constant stiffness that plagues my entire body.,Medium
endophthalmitis,There's an annoying itchiness in my eye that’s really distracting.,Low
cervical disorder,I can’t enjoy my life with this constant pelvic pain hanging over me.,Low
vitamin b12 deficiency,"Hot flashes are annoying, and I have no clue what's triggering them.",Low
metabolic disorder,"My arms feel stiff often, and it's frustrating to deal with daily.",Low
pulmonary embolism,"Every time I take a deep breath, I feel sharp pain in my side.",Emergency
orthostatic hypotension,"Each time I get up, I experience that unsettling weakness and dizziness.",Emergency
poisoning due to ethylene glycol,"I need help, is it normal to feel so psychologically unstable after ethylene glycol exposure?",High
erythema multiforme,I didn't expect such a fever to come with this condition.,Low
zenker diverticulum,The sharp chest pain is a constant reminder of my condition.,High
conjunctivitis due to allergy,Why does my conjunctivitis come with so much nasal congestion and cough?,Medium
intestinal cancer,"Lately, I've noticed some sharp abdominal pain that just won't go away.",Low
placental abruption,"The constant nausea is exhausting, and I’m scared it’s linked to something like placental abruption.",Low
heat exhaustion,I’ve been losing my balance due to the heat and feel faint more often.,Emergency
broken tooth,"My lip is swelling because of my broken tooth, and it hurts.",Low
hyperlipidemia,"Please help, every time I experience that sharp chest pain, I'm reminded of my hyperlipidemia risk.",High
peripheral nerve disorder,"Sometimes, I feel like my legs just won't cooperate when I need them.",Medium
degenerative disc disease,The constant low back pain makes even sitting at my desk a challenge.,Medium
open wound of the ear,The ear pain from my open wound makes it hard to sleep at night.,Low
acute pancreatitis,I woke up with such sharp abdominal pain that I couldn't move.,Emergency
poisoning due to antidepressants,I've been struggling with urges to drink since starting the antidepressants.,Low
male genitalia infection,I have an irritating mass in my scrotum that I'm unsure how to handle.,Low
volvulus,The constant vomiting has left me feeling weak and really down emotionally.,Low
skin polyp,I've been experiencing skin swelling around a growth on my torso that won't heal.,Medium
amblyopia,"Every time I look in the mirror, I notice my eye deviation.",Low
myocarditis,My chest hurts constantly and my heart feels like it's racing out of control; it's really concerning.,High
thrombocytopenia,I can’t believe how much fatigue I feel; everyday tasks seem impossible now.,Emergency
subarachnoid hemorrhage,"I can't shake off this intense headache, and it feels like something is really wrong.",Emergency
temporomandibular joint disorder,"Each morning I wake up with a sore throat, and I can't figure out the cause.",Medium
wernicke korsakoff syndrome,"My memory is terrible, and it’s affecting my daily life.",Low
myoclonus,I can’t focus on anything when my body won’t stop moving uncontrollably Is this serious?,High
abscess of the lung,"I need help, it's frustrating when my itchy eyelid is a minor concern compared to my cough and breathlessness.",High
glucocorticoid deficiency,"I need help, i can't catch my breath even with the slightest exertion, and it's terrifying.",High
ganglion cyst,"Wrist lump aside, the swelling is making it hard to move my hand freely.",Medium
anemia due to malignancy,I feel like I’m always fighting to catch my breath after the smallest effort What should I do?,High
orthostatic hypotension,Feeling so weak when standing makes me terrified to move at all.,Emergency
fracture of the shoulder,"My shoulder fracture recovery feels so slow, with constant arm pain.",Low
vitreous hemorrhage,"Seeing floaters is distracting, and I’m not sure if it’s normal.",Low
white blood cell disease,It’s hard to explain to friends why I’m always feeling unwell with constant fever.,Medium
subconjunctival hemorrhage,"The redness in my eye has lasted too long, and I'm concerned.",Medium
mitral valve disease,"Lately, I've been waking up soaked in sweat from nightmares.",Emergency
hemorrhoids,The swelling around my anus is so uncomfortable; it makes even walking painful.,Medium
idiopathic absence of menstruation,"Vaginal itching is driving me crazy, and my periods have vanished.",Medium
septic arthritis,I can hardly move my leg because of the swelling and discomfort.,Low
ascending cholangitis,I've never experienced such severe jaundice; it's alarming to see.,Emergency
idiopathic painful menstruation,My menstrual cramps feel like they’re taking over my life each month.,Medium
skin disorder,"The pimples on my forehead won't go away, and it's really stressing me out.",Medium
juvenile rheumatoid arthritis,I'm tired of waking up with stiff and painful joints every morning.,Low
chronic obstructive pulmonary disease (copd),It's scary to realize that just walking across the room leaves me breathless.,Emergency
alopecia,Skin rash flare-ups make my alopecia feel even more unbearable.,Medium
open wound of the shoulder,I’m growing impatient with this open wound and the lingering pain it brings to my shoulder.,Low
metastatic cancer,"Fatigue is taking over my life, and I’m not sure how to cope with it.",Low
asperger syndrome,I wish I could experience growth like others instead of feeling stuck.,Emergency
ectropion,The white discharge is really bothering me; it’s hard to enjoy my day.,Low
gastroduodenal ulcer,The blood in my stool has me really worried; I can’t ignore this.,Emergency
epididymitis,I've been dealing with painful urination and it's getting unbearable.,Medium
ovarian cancer,"I’ve found a lump in my groin, and it’s causing me a lot of stress.",Low
vulvar cancer,I can't sleep at night because of the persistent stress from my vulvar cancer diagnosis.,Low
dislocation of the finger,The swelling in my finger makes it hard to grip anything properly.,Low
epilepsy,The fear of having another seizure keeps me from fully enjoying life.,Emergency
hydrocele of the testicle,The groin mass isn't just unsettling; it’s also causing me significant pain.,Medium
fracture of the neck,I can’t believe how much hip pain I have from a neck fracture.,Low
eczema,"Every time I scratch, I worry I'm making my eczema even worse.",Medium
laryngitis,I woke up with a sore throat and it's only getting worse.,Medium
bone spur of the calcaneous,Going for a jog is becoming painful due to this ankle discomfort.,Low
food allergy,Why did I get an itchy skin rash after that catered meal?,Medium
abscess of the lung,"I need help, every time I cough, I feel a sharp pain in my chest that worries me.",High
amyloidosis,"Please help, feeling breathless at night has turned restful sleep into a nightmare.",High
intestinal cancer,"I keep feeling a tightness in my throat, and I'm scared it means something serious.",Low
factitious disorder,"When I can’t remember things, I feel so embarrassed in front of others.",Low
chronic pancreatitis,I can't believe the sharp abdominal pain is still haunting me after all this time.,Medium
sickle cell crisis,The sharp abdominal pain keeps me awake at night; I feel hopeless.,Emergency
cataract,"The itchiness of my eyes is relentless, and it’s affecting my quality of life.",Medium
vulvar disorder,Why does my vulvar area feel so irritated after using soap?,Low
tension headache,"The dizziness hits me out of nowhere, making my tension headache even worse.",Medium
premature atrial contractions (pacs),These PACs make me feel lightheaded; I can’t ignore it any longer.,Emergency
pulmonic valve disease,"Please help, i never expected to feel so weak and breathless at my age.",High
poisoning due to opioids,I noticed I've been feeling unusually depressed since I started using this painkiller.,Low
eye alignment disorder,"The pain in my eye has become unbearable, and I need some answers.",Medium
diabetic ketoacidosis,"I thought my chest pain was just stress, but now I’m scared.",Emergency
subacute thyroiditis,Why am I experiencing these symptoms? It's frustrating and confusing.,Low
appendicitis,I just can’t shake off this feeling of illness; the combination of symptoms is worrying.,Medium
heart block,The weakness I felt during my routine walk took me by surprise.,Emergency
lactose intolerance,"After consuming milk, the diarrhea hits me hard, and I can't leave the house for hours.",Emergency
hemolytic anemia,Seeing these skin growths is adding to my anxiety about my health.,Low
tonsillitis,I feel like I'm gasping for air with these abnormal breathing sounds.,Medium
open wound of the lip,The ulcer on my lip feels like it’s taking forever to heal.,Low
injury to internal organ,"The sharp chest pain started suddenly, and I can’t shake this feeling of dread.",Emergency
hyponatremia,"After vomiting repeatedly, I felt like I was fading away.",Emergency
valley fever,"Lately, my cough produces sputum, and I feel like I'm getting sicker, not better.",High
hemophilia,These frontal headaches make my hemophilia feel even more challenging.,Low
zenker diverticulum,I never expected such sharp chest pain from Zenker diverticulum What should I do?,High
sebaceous cyst,"There’s this weird growth on my back that looks abnormal, and it’s really concerning.",Medium
lymphadenitis,"After a week of fever, my neck is still really sore and swollen.",Medium
food allergy,I don't understand why my nasal congestion flared up suddenly.,Medium
conversion disorder,"The sudden weakness makes me fall unexpectedly, and I'm scared to go out alone.",High
ovarian cyst,"Every time I think the sharp abdominal pain is gone, it comes back worse.",Medium
headache after lumbar puncture,This headache is ruining my day; I expected better after the lumbar puncture.,Low
hypothermia,My hands are blue and I am having trouble coordinating my movements.,High
abscess of the lung,"My itchy eyelid is a constant distraction, but the shortness of breath is my biggest concern Is this serious?",High
hyperopia,"Sometimes I see spots in my vision, making it hard to focus.",Low
ear drum damage,Why does my ear feel so plugged up? It’s like I’m underwater.,Medium
myocarditis,The fatigue is extreme and my heart pounds even when I am resting quietly.,High
lymphadenitis,The skin swelling around my lymph nodes is uncomfortable and itchy.,Medium
anemia of chronic disease,Being weak all the time really affects my daily activities.,Low
anemia due to chronic kidney disease,I feel exhausted all the time; it doesn’t seem normal.,Emergency
corneal abrasion,I woke up with a sharp pain in my eye that just won’t go away.,Medium
benign vaginal discharge (leukorrhea),I'm having an unusual vaginal discharge and it's making my pregnancy much more uncomfortable.,Medium
joint effusion,I’ve noticed my wrist is not only painful but also very swollen.,Medium
broken tooth,I noticed bleeding gums around my broken tooth that won’t stop.,Low
granuloma inguinale,"The affected area is quite large now, and the tissue destruction is worrying. I really need help.",High
celiac disease,"The vomiting was so severe, I couldn’t keep even water down for hours.",Emergency
vertebrobasilar insufficiency,"Lately, my vision goes blurry and I feel faint when I turn my head certain ways.",High
anemia due to malignancy,"I'm constantly out of breath, and my heart pounds even when I'm sitting still. I really need help.",High
cholesteatoma,Why does it feel like I'm underwater when I try to hear?,Low
drug abuse (cocaine),"I’ve started hallucinating, and it’s getting harder to tell what’s real.",Emergency
dysthymic disorder,"My loss of sex drive is affecting my relationship, and it’s painful.",Medium
osteoarthritis,I can barely walk due to persistent knee pain that just won’t go away.,Medium
epilepsy,"I feel trapped in my own body during these seizures, unable to communicate what's happening.",Emergency
injury of the ankle,The sharp pain in my ankle makes it difficult to climb stairs.,Medium
avascular necrosis,I didn’t think shoulder pain could be this bothersome without a clear cause.,Low
hiatal hernia,"The regurgitation keeps happening, and I’m worried about vomiting blood.",Emergency
asperger syndrome,I can’t remember the last time I felt calm and not anxious.,Emergency
atelectasis,I woke up with a headache and dizziness that won’t leave me alone.,Emergency
lichen simplex,I really need help managing this persistent vaginal itching I've been experiencing.,Low
diabetic peripheral neuropathy,I have a skin lesion on my foot that just won't heal properly.,Medium
endometrial cancer,Intermenstrual bleeding has left me feeling helpless and confused about my health.,Low
esophageal varices,I've been feeling a constant dizziness that worries me about my esophageal varices.,Low
guillain barre syndrome,Struggling to communicate is frustrating; I hate this feeling.,Low
intracranial abscess,"The headache is the worst I've ever had, and now I'm running a high fever.",High
myocarditis,"I feel like my heart is skipping beats, and the chest discomfort is alarming.",High
alcohol intoxication,I can’t believe I’ve come to this; I’m abusing alcohol and feel trapped.,Emergency
bone disorder,"Lately, my knee pain has made it hard to enjoy my daily walks.",Low
poisoning due to sedatives,"I keep experiencing insomnia, even after taking my sedatives.",Low
postoperative infection,It feels like my incision site is getting red and swollen.,Low
lymphoma,"My voice keeps getting hoarse, and I'm concerned it could be lymphoma-related.",Low
vertebrobasilar insufficiency,The dizziness makes it unsafe for me to drive or even walk alone.,High
malaria,I can’t believe how many times I’ve fainted since getting malaria; it’s terrifying Is this serious?,High
acute stress reaction,"My head is pounding, and the stress is making everything feel heavy.",Emergency
gas gangrene,I’m anxious because my abdominal pain doesn’t feel right at all.,Low
foreign body in the eye,I woke up with excessive lacrimation and can't shake this feeling like something's stuck.,Medium
pulmonic valve disease,"I can feel my heart beating irregularly, and the fatigue is overwhelming; it's really concerning.",High
spontaneous abortion,I was completely unprepared for the emotional toll of experiencing heavy menstrual flow during pregnancy.,Medium
fracture of the foot,I can’t believe I have to deal with foot pain from such a simple misstep.,Low
pulmonic valve disease,"I need help, i can’t breathe properly, and it scares me every day.",High
granuloma inguinale,"Every day, the lump in my knee reminds me how much this condition hurts Is this serious?",High
open wound of the chest,I can’t bear the sharp chest pain anymore; it’s unbearable and makes it hard to breathe.,High
tooth disorder,My mouth ulcer is so painful that I can hardly eat anything.,Medium
cushing syndrome,These emotional ups and downs are really taking a toll on my relationships.,Low
