disease,text,risk_level
acne,These persistent pimples have left my skin feeling uneven and rough.,Low
hypertensive heart disease,Why won’t anyone listen to me about this chest tightness? It feels life-threatening.,Emergency
poisoning due to sedatives,"Since taking sedatives, my depressive symptoms are getting worse.",Emergency
acne,Why does my acne have to come with such dry and flaky skin?,Low
acne,I can’t stand how my skin looks abnormal with all these breakouts.,Low
poisoning due to antipsychotics,I never had anxiety like this before starting the antipsychotics.,Emergency
anemia due to malignancy,"My energy is completely gone, and I've noticed I'm bruising much more easily than before.",Medium
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
seasonal allergies (hay fever),The pollen is so bad; I'm feeling miserable with nasal congestion.,Low
burn,The headache I got from the burn on my hand just won’t go away.,Low
liver cancer,I'm worried about this sharp pain I've been feeling in my abdomen.,High
myocarditis,"I'm struggling to breathe lying down, and my heart rhythm is very concerning; it's really concerning.",Medium
cystic fibrosis,Dealing with decreased appetite adds extra stress to my routine.,Medium
adrenal cancer,I’m bothered by the dizziness; it makes it hard to focus on anything.,High
cirrhosis,Why do I have constant shortness of breath even when resting?,Medium
acute respiratory distress syndrome (ards),I feel so lightheaded; it’s hard to focus with this shortness of breath.,Emergency
acne,"My skin feels so rough, and the pimples just keep multiplying.",Low
seasonal allergies (hay fever),The constant cough from my allergies is driving me crazy.,Low
kidney cancer,"Sometimes I feel a strange groin mass, but no one seems concerned.",High
peyronie disease,"Every time I think about impotence, it makes me feel really anxious.",Medium
acne,My face has been such a mess with these painful pimples and swelling.,Low
common cold,I woke up with a headache that feels like a vice grip on my skull.,Low
glucocorticoid deficiency,"Lately, i feel weak and dizzy constantly, and I've lost my appetite completely.",Medium
burn,The headache I got from the burn on my hand just won’t go away.,Low
pancreatic cancer,"I thought it was just a stomach bug, but the diarrhea keeps returning.",High
liver disease,"I have blood in my stool, and the abdominal pain won't let up; I need urgent care!",High
poisoning due to ethylene glycol,I accidentally ingested antifreeze and now I'm feeling very drunk and nauseated. I really need help.,Emergency
poisoning due to ethylene glycol,I'm having difficulty concentrating and my coordination is very poor; it's really concerning.,Emergency
panic disorder,It's hard to focus on anything when my heart is racing and I'm shaking.,Medium
poisoning due to ethylene glycol,These fainting spells and depressive feelings are ruining my life since the poisoning.,Emergency
colorectal cancer,I’m frightened by the blood in my stool; it’s not something I expected.,High
seasonal allergies (hay fever),"My throat is raw from coughing, and I feel so frustrated.",Low
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
common cold,I've been dealing with a sore throat and it just won't go away.,Low
kidney disease due to longstanding hypertension,The persistent nausea and loss of appetite are new symptoms that worry me.,High
vertebrobasilar insufficiency,The dizziness makes it unsafe for me to drive or even walk alone; it's really concerning.,High
heart contusion,"I just want to feel like myself again, not depressed from this injury.",High
acne,"I’m tired of the irregular patches on my scalp, it’s so irritating.",Low
seasonal allergies (hay fever),I can't enjoy the outdoors because my eyes are watering non-stop.,Low
dementia,I have these strange thoughts that I can't control; they're unsettling.,Medium
burn,I’ve been experiencing skin irritation on my arm after accidentally touching a hot surface.,Low
common cold,This flu-like syndrome is exhausting; I just want to feel like myself again.,Low
poisoning due to antihypertensives,"I thought antihypertensives were supposed to help me feel better, not worse.",Emergency
seborrheic keratosis,I can't stand the flaky skin rash that's developed around my seborrheic keratosis lesions.,Medium
kidney disease due to longstanding hypertension,"My blood pressure has been uncontrolled for years, and now my kidneys are suffering; it's really concerning.",High
acne,I’ve been dealing with swelling and painful acne that just won’t go away.,Low
hypertensive heart disease,The palpitations are terrifying; it feels like my heart is skipping beats constantly.,Emergency
acne,The roughness of my skin is making my acne even more noticeable.,Low
kidney disease due to longstanding hypertension,"My kidney function tests are concerning, and I feel weak and dizzy often.",High
acne,I can’t believe how dry my skin is while I’m battling these pimples.,Low
intracranial hemorrhage,It’s like I’m losing my mind with these depressive symptoms and headaches.,Emergency
poisoning due to ethylene glycol,The headache is severe and I feel extremely drowsy after the accidental ingestion; it's really concerning.,Emergency
insect bite,The skin lesion from that bug bite looks worse than I thought it would.,Low
abscess of the pharynx,Fever and nasal congestion have left me feeling utterly miserable and exhausted.,Medium
bladder disorder,I wish someone would understand how painful this really is.,Medium
poisoning due to gas,"I could hardly breathe, and my head was pounding after the gas exposure.",Emergency
burn,"The burn on my knee feels tender, and I can’t fully bend it.",Low
otitis media,"The sudden coughing fits are exhausting, and I suspect ear issues are to blame.",Medium
open wound of the neck,There’s a persistent swelling near my neck that seems to be getting worse.,Medium
heart attack,The shortness of breath I felt was terrifying; I thought I was going to collapse.,Emergency
malignant hypertension,"I keep feeling nauseous, and the pain in my lower body won't go away.",Emergency
burn,The headache I got from the burn on my hand just won’t go away.,Low
insulin overdose,One small overdose left me feeling disconnected from everything I love.,Emergency
fracture of the foot,I can’t believe I have to deal with foot pain from such a simple misstep.,Medium
varicocele of the testicles,The lower abdominal pain I get often makes it difficult to focus on anything else.,Medium
vertebrobasilar insufficiency,The vertigo attacks come suddenly with nausea and difficulty speaking.,High
poisoning due to ethylene glycol,My breathing has become labored since ingesting the substance accidentally. I really need help.,Emergency
seasonal allergies (hay fever),This time of year gives me such painful frontal headaches.,Low
burn,I'm frustrated with the persistent swelling in my wrist from my cooking accident.,Low
seasonal allergies (hay fever),I can't enjoy the outdoors because my eyes are watering non-stop.,Low
osteoarthritis,I feel like my knees are weak; they give out when I try to climb stairs.,Medium
intracerebral hemorrhage,I woke up vomiting and with a pounding headache; something is wrong.,Emergency
paroxysmal supraventricular tachycardia,The feeling of tightness in my chest is crushing; I need help fast.,Medium
seasonal allergies (hay fever),These allergy symptoms are affecting my work and daily life.,Low
intracranial hemorrhage,"One minute I was okay, and now I'm experiencing severe dizziness and nausea.",Emergency
ovarian cancer,This persistent abdominal pain is making my daily life difficult and frustrating.,High
poisoning due to ethylene glycol,The headache is severe and I feel extremely drowsy after the accidental ingestion; it's really concerning.,Emergency
cardiac arrest,I woke up with an irregular heartbeat and intense shortness of breath.,Emergency
chronic kidney disease,The swelling in my hands and feet makes it hard to do anything productive.,High
intracerebral hemorrhage,The mental fog and confusion are making my everyday tasks impossible.,Emergency
alcoholic liver disease,I've been feeling sharp abdominal pain lately after drinking.,High
encephalitis,"I’ve never experienced such severe headaches before, and I need answers.",Medium
insect bite,I noticed some abnormal appearing skin after being bitten; I hope it goes away soon.,Low
open wound of the cheek,The open wound on my cheek is causing constant discomfort and irritation.,Medium
huntington disease,I find myself avoiding social situations because of my nervousness.,High
premature rupture of amniotic membrane,The low-risk label doesn't ease my anxiety about these severe uterine contractions.,Medium
hypothermia,I'm feeling very sleepy and my speech is slurred after being in the cold too long. I really need help.,High
melanoma,"My lymph nodes feel swollen, and I'm scared it might be something serious.",Medium
bone disorder,"My bones seem painful, especially when I bend down to pick things up.",Medium
insect bite,I can’t believe how much fluid retention I have after that insect bite on my ankle.,Low
poisoning due to antipsychotics,"I cannot control my movements properly, and my temperature is rising dangerously.",Emergency
premature ovarian failure,I can’t believe I have to deal with infertility at my age.,High
heart attack,It was hard to ignore the tightness in my chest while walking.,Emergency
uterine cancer,"I found a groin mass during a self-examination, and I’m unsure what to do.",High
insect bite,There's this annoying skin rash all over my leg from that insect bite last week.,Low
hypernatremia,I thought I was just dehydrated until the doctor mentioned hypernatremia.,Medium
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
intestinal cancer,The tightness in my throat is unsettling; I just want to feel normal again.,High
head and neck cancer,"I feel like there’s something wrong, especially since I have a neck mass.",High
seborrheic dermatitis,The constant peeling around my eyebrows makes me feel unattractive.,Medium
poisoning due to antipsychotics,"Lately, my heart is racing and my body temperature is very high after taking extra pills.",Emergency
diverticulitis,The constant nausea has made it impossible to enjoy my meals.,Medium
bladder obstruction,My involuntary urination is embarrassing and affects my daily life significantly.,Medium
amyloidosis,My legs are swollen and I am struggling to breathe when I lie down at night.,Medium
congenital malformation syndrome,"Lately, the pain and discomfort my child experiences daily is heartbreaking to witness.",Medium
intracranial hemorrhage,"I was feeling fine until this intense headache hit, and now everything is spinning.",Emergency
intracranial abscess,"Lately, the headache is the worst I've ever had, and now I'm running a high fever.",Medium
burn,I’m worried my hand pain from the burn is lasting longer than expected.,Low
herpangina,It's frustrating that the cough keeps waking me up in the middle of the night.,Medium
granuloma inguinale,"I've had these spreading sores for weeks, and they're getting worse, not better. I really need help.",Medium
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
stroke,I experienced unusual jerking movements in my legs that were terrifying.,Emergency
common cold,"This cough is driving me crazy, especially at night when I try to sleep.",Low
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I'm having these scary symptoms. I really need help.",High
myoclonus,The jerks happen even when I'm trying to sleep; I can't get proper rest. I really need help.,Medium
poisoning due to antipsychotics,I'm experiencing severe drowsiness and confusion after a medication error.,Emergency
insect bite,"I woke up covered in skin lesions from a bug bite, and it's driving me crazy.",Low
bladder cancer,"The groin mass is concerning, and I can’t help but feel anxious.",High
poisoning due to antipsychotics,I am experiencing severe drowsiness and confusion after a medication error.,Emergency
marijuana abuse,I notice that my self-esteem has plummeted alongside my marijuana use.,Medium
common cold,My ears have been aching for days; it's really uncomfortable and annoying.,Low
acne,These persistent pimples have left my skin feeling uneven and rough.,Low
insect bite,"After getting bitten, my lip swelled up like a balloon; it's so embarrassing.",Low
acute bronchiolitis,My baby is wheezing so loudly; it's terrifying to hear.,Medium
insect bite,"I've been dealing with this skin swelling from a bug bite for days, and I’m over it.",Low
narcolepsy,I dread the panic of falling asleep at the most inconvenient times.,Medium
carbon monoxide poisoning,Why does my head hurt so much? It feels like a weight I can’t lift.,Emergency
pharyngitis,Even small sips of water feel painful on my sore throat.,Medium
cerebral palsy,"The cramps in his legs seem unbearable, and I don’t know how to ease his pain.",High
vitreous hemorrhage,"I can’t shake the feeling of pressure in my eye, and it’s concerning.",Emergency
common cold,My ears have been aching for days; it's really uncomfortable and annoying.,Low
open wound of the ear,The bleeding from my ear is frustrating and concerning me a lot.,Medium
turner syndrome,I wish people understood how my emotional state greatly affects me daily.,Medium
asthma,I’m coughing up sputum and can barely get air into my lungs.,Medium
huntington disease,"Feeling anxious all the time is draining, and I wish I knew why.",High
poisoning due to antimicrobial drugs,I can't catch my breath after using that medication; this is seriously frightening me.,Emergency
insect bite,This itching from an insect bite is keeping me up at night; I need relief!,Low
acne,My face has been such a mess with these painful pimples and swelling.,Low
burn,I’m worried my hand pain from the burn is lasting longer than expected.,Low
burn,My skin irritation from that minor burn is making it hard to grip things.,Low
vertebrobasilar insufficiency,"Lately, i'm having trouble swallowing and my balance is severely compromised.",High
achalasia,I've been experiencing sharp chest pain every time I attempt to swallow food.,Medium
sepsis,I never realized how terrifying a high fever and severe weakness could be.,Emergency
hypertrophic obstructive cardiomyopathy (hocm),"I feel isolated by my emotional symptoms, as no one truly understands HOCM.",High
sepsis,I couldn't eat or drink anything; the nausea and fever were unbearable.,Emergency
cranial nerve palsy,I never realized how much a headache could affect my daily life until now.,High
vaginal yeast infection,"This vaginal discharge is not normal, and it's making me self-conscious.",Medium
chronic constipation,It’s so stressful when my constipation leads to these painful bouts of abdominal discomfort.,Medium
cardiomyopathy,I never thought I'd experience this kind of fatigue; it's debilitating.,High
glucocorticoid deficiency,It’s so frustrating to deal with the constant diarrhea and feel so drained.,Medium
fracture of the finger,My finger is so swollen it looks twice its normal size.,Medium
insect bite,"I got bitten by something, and now my leg is swollen and painful.",Low
poisoning due to ethylene glycol,I am experiencing severe nausea and my vision seems blurry since the ingestion.,Emergency
burn,I’m worried my hand pain from the burn is lasting longer than expected.,Low
bone cancer,"I keep telling my doctor about the swelling, but nothing changes.",High
insect bite,I can’t believe how much fluid retention I have after that insect bite on my ankle.,Low
seasonal allergies (hay fever),This time of year gives me such painful frontal headaches.,Low
open wound due to trauma,My hand looks infected and I’m really worried about it.,Medium
kidney disease due to longstanding hypertension,"I'm urinating much less than usual, and I feel exhausted and weak constantly; it's really concerning.",High
malaria,I’m losing hope—this fever from malaria just won’t go away.,High
malignant hypertension,The combination of shortness of breath and vomiting is making me feel hopeless.,Emergency
acne,"My skin feels so rough, and the pimples just keep multiplying.",Low
poisoning due to ethylene glycol,"Lately, the abdominal pain is intense, and I feel very disoriented and confused.",Emergency
kidney disease due to longstanding hypertension,"I can barely produce urine, and the swelling throughout my body is alarming.",High
burn,My wrist feels swollen after I burned it while cooking last week.,Low
poisoning due to antipsychotics,I feel extremely sedated and my blood pressure seems very low.,Emergency
insulin overdose,I just can't shake the feeling of despair from my insulin error.,Emergency
burn,I can't shake this annoying wrist pain from a minor burn I had last month.,Low
congenital heart defect,"The swelling in my ankles won't go away, and I am struggling to breathe when lying flat.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, the fatigue and breathlessness during normal activities is significantly limiting my life.",High
poisoning due to antimicrobial drugs,I woke up with a massive skin rash and shortness of breath—this medication is making me feel terrible.,Emergency
congenital heart defect,"The constant hand stiffness is affecting my ability to live normally, and I'm desperate for help.",High
seasonal allergies (hay fever),I wish I could breathe easily; this coryza is exhausting me.,Low
heart attack,My arm pain shot through my chest; I feared it was a heart attack.,Emergency
hypertrophic obstructive cardiomyopathy (hocm),The emotional rollercoaster of living with HOCM is exhausting and draining.,High
pneumoconiosis,The persistent cough and breathlessness are severely limiting what I can do. I really need help.,High
burn,My knee pain after that brief burn from the grill is really inconvenient.,Low
allergy,It’s so annoying that my allergy symptoms seem to change every season.,Medium
seasonal allergies (hay fever),Why does my ear feel clogged? Allergies are making it unbearable!,Low
peripheral arterial disease,How much longer do I have to deal with these painful leg cramps?,Medium
burn,I'm frustrated with the persistent swelling in my wrist from my cooking accident.,Low
burn,The burn on my finger makes typing really uncomfortable and slows me down.,Low
poisoning due to ethylene glycol,The headache is severe and I feel extremely drowsy after the accidental ingestion; it's really concerning.,Emergency
spinocerebellar ataxia,The anxiety I experience with my ataxia often makes it hard to relax.,Medium
burn,The headache I got from the burn on my hand just won’t go away.,Low
intestinal cancer,I noticed some swelling in my toes that nobody seems to take seriously.,High
common cold,All these symptoms combined are really making it hard to focus on anything.,Low
common cold,It’s not just the cold; now I’m dealing with an ear infection too!,Low
burn,I noticed some irritation on my fingers after steam from the kettle hit me.,Low
cerebral palsy,"His seizures come out of nowhere, leaving me frantic and scared.",High
alcoholic liver disease,I didn't think drinking could cause these strange movements; I'm really concerned.,High
pulmonary embolism,"I can't shake off this persistent cough, and now I feel so weak.",Emergency
seasonal allergies (hay fever),Why does my face hurt? Allergy pressure is ruining my day.,Low
common cold,I didn’t expect nausea along with a cold; it’s really throwing me off.,Low
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
tuberculosis,"I've had a persistent cough for weeks, and now I'm coughing up blood. I really need help.",Medium
fetal alcohol syndrome,"I find myself feeling sad for no real reason, which confuses me.",Medium
adrenal adenoma,"I've gained weight rapidly around my midsection, and my face looks puffy and swollen; it's really concerning.",Medium
poisoning due to ethylene glycol,I feel like I'm losing my mind; could ethylene glycol be the cause?,Emergency
acne,These persistent pimples have left my skin feeling uneven and rough.,Low
acne,I wish my skin didn’t feel so scaly and covered in acne.,Low
white blood cell disease,I really need help with my symptoms; they’re affecting my daily routine.,Medium
common cold,I can't believe how stuffy my nose is; it feels like it's completely blocked.,Low
peritonitis,I never thought nausea could be this intense and frightening.,Medium
amyotrophic lateral sclerosis (als),The involuntary movements really make me self-conscious in public.,High
epidural hemorrhage,I feel so disoriented and dizzy all the time now.,Emergency
intracranial hemorrhage,How can a headache lead to such severe symptoms like dizziness and seizures?,Emergency
labyrinthitis,I’m tired of feeling nauseous every time I eat something.,Medium
infectious gastroenteritis,I'm experiencing chills and just feel generally unwell.,Medium
acute fatty liver of pregnancy (aflp),I didn't expect to feel so emotional about having acute fatty liver of pregnancy.,Medium
common cold,This flu-like syndrome is exhausting; I just want to feel like myself again.,Low
huntington disease,I never expected anxiety to become such a big part of my life.,High
celiac disease,"The nausea was unbearable, and I felt like I was on the brink of passing out.",Medium
adhesive capsulitis of the shoulder,I wish I could find relief from this constant ache in my shoulder; it’s exhausting.,Medium
sickle cell crisis,I can't take this sharp chest pain anymore; it feels like I'm suffocating.,Medium
insect bite,This itching from an insect bite is keeping me up at night; I need relief!,Low
fracture of the finger,I didn’t realize how much I depend on my fingers until this happened.,Medium
burn,I can't shake this annoying wrist pain from a minor burn I had last month.,Low
seasonal allergies (hay fever),"Just when I think I’m better, another wave of sneezing hits me.",Low
subconjunctival hemorrhage,Why does my head feel achy along with this bleeding in my eye?,Emergency
heart attack,"After feeling sick to my stomach, my heart started racing uncontrollably.",Emergency
breast cancer,"I’ve had some nipple discharge that seems odd to me, but I’ve been told my risk is low.",High
anemia due to chronic kidney disease,"My feet are swollen, and I feel so weak every day.",High
heart attack,My arm pain shot through my chest; I feared it was a heart attack.,Emergency
ischemic heart disease,"Every time I bend down, I feel a wave of dizziness and tightness; it's alarming.",Medium
strep throat,I couldn't finish my meal because my sore throat made me lose my appetite.,Medium
malaria,The headache and body aches from malaria are making every moment miserable. I really need help.,High
poisoning due to antipsychotics,These delusions make me feel isolated and frightened every day.,Emergency
uterine atony,I'm experiencing sharp abdominal pain that won't go away after delivery.,Medium
subconjunctival hemorrhage,I hope this bleeding from my eye resolves soon; it's very unsettling.,Emergency
heat stroke,"After gardening, I felt so hot that I almost passed out.",Emergency
abscess of the lung,"The sharp pain in my chest when I breathe is getting worse, and I'm sweating through my clothes at night; it's really concerning.",High
poisoning due to ethylene glycol,I feel like I'm losing my mind; could ethylene glycol be the cause?,Emergency
acne,The roughness of my skin is making my acne even more noticeable.,Low
malignant hypertension,"My insomnia is relentless, and the shortness of breath is making it worse.",Emergency
poisoning due to ethylene glycol,The headache is severe and I feel extremely drowsy after the accidental ingestion; it's really concerning.,Emergency
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
malignant hypertension,The sharp chest pain is foiling my attempts to relax and sleep.,Emergency
poisoning due to antipsychotics,"Lately, i feel extremely sedated and my blood pressure seems very low.",Emergency
poisoning due to ethylene glycol,The confusion and dizziness came on suddenly after the accidental exposure. I really need help.,Emergency
high blood pressure,I am experiencing chest tightness and my vision is getting blurry from my blood pressure.,High
preeclampsia,"Lately, the uterine contractions have been stronger, and I'm feeling overwhelmed.",Medium
seasonal allergies (hay fever),I didn't sign up for this constant itchiness of my eyes!,Low
crushing injury,My toes hurt constantly after that incident; I didn’t expect it to last this long.,Medium
acute pancreatitis,I'm experiencing severe side pain that won't let me catch my breath.,High
stomach cancer,"Every time I eat, I experience this difficulty in swallowing that’s unsettling.",High
dislocation of the shoulder,My arm stiffness makes simple tasks feel impossible.,Medium
amyloidosis,The numbness and tingling in my hands and feet is getting worse every day; it's really concerning.,Medium
poisoning due to antipsychotics,"I cannot control my movements properly, and my temperature is rising dangerously.",Emergency
zenker diverticulum,I have lost weight because swallowing is so painful and food gets trapped.,Medium
typhoid fever,I've been feeling really fatigued and my wrist aches all the time.,Medium
common cold,I woke up with a headache that feels like a vice grip on my skull.,Low
eating disorder,"I used to enjoy meals, but now I feel so nervous eating in public.",Medium
common cold,The congestion makes it hard to breathe; I feel so overwhelmed.,Low
chronic glaucoma,"My vision seems to get worse by the day, and I’m scared of the future.",Medium
osteochondroma,Can someone explain why I have this unexplainable skin growth? It seems to be changing color.,Medium
subconjunctival hemorrhage,"The redness in my eye has lasted too long, and I'm concerned.",Emergency
poisoning due to ethylene glycol,"Lately, my breathing has become labored since ingesting the substance accidentally.",Emergency
pseudotumor cerebri,"The constant headache never seems to go away, and it's exhausting.",High
aspergillosis,"I can feel something is wrong in my lungs, the pain and breathlessness are getting worse; it's really concerning.",High
scleroderma,The irritation around my knees has really put a damper on my mood.,Medium
common cold,It’s not just the cold; now I’m dealing with an ear infection too!,Low
pyelonephritis,Why do I have blood in my urine? I'm scared and confused.,Medium
acne,The acne on my scalp is not only embarrassing but also really itchy.,Low
delirium,The hostile thoughts in my head are driving me to the edge; I feel trapped.,Medium
vertebrobasilar insufficiency,I'm having episodes of severe dizziness and double vision that terrify me.,High
poisoning due to ethylene glycol,"Lately, i think I swallowed antifreeze by mistake, and now I'm feeling very sick.",Emergency
insect bite,There's this annoying skin rash all over my leg from that insect bite last week.,Low
amyotrophic lateral sclerosis (als),"Some days, I just want relief from these awful muscle cramps.",High
pneumoconiosis,"My chronic cough is getting worse, and I'm always short of breath now. I really need help.",High
burn,I can't shake this annoying wrist pain from a minor burn I had last month.,Low
acne,"My skin feels so rough, and the pimples just keep multiplying.",Low
poisoning due to antihypertensives,I’ve never felt this weak; I think it’s from my blood pressure meds.,Emergency
testicular cancer,"My diminished hearing has me scared, especially since I've noticed a scrotal mass.",High
sepsis,The combination of chills and difficulty breathing sent me straight to the ER.,Emergency
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
sepsis,"The vomiting just wouldn’t stop, and then I started gasping for air.",Emergency
vitreous hemorrhage,"When I blink, my eyes water excessively; it’s becoming a hassle.",Emergency
primary kidney disease,I’m not sure how to address my swelling; it’s really getting annoying.,High
pneumothorax,This shortness of breath is the worst I've ever experienced.,Emergency
seasonal allergies (hay fever),My allergies are making me feel so fatigued; I can barely get out.,Low
folate deficiency,The sudden shortness of breath and sharp pain in my chest frightens me.,Medium
pneumothorax,I'm struggling to catch my breath and my chest is killing me.,Emergency
scoliosis,"My lower body pain seems to worsen with time, which is concerning.",Medium
high blood pressure,"Lately, i'm experiencing chest tightness and my vision is getting blurry from my blood pressure.",High
acne,The roughness of my skin is making my acne even more noticeable.,Low
nonalcoholic liver disease (nash),"Dizziness catches me off guard, and I don’t know if it’s normal.",High
poisoning due to antidepressants,These pills have left me feeling so emotionally unstable and confused.,Emergency
kidney disease due to longstanding hypertension,"My blood pressure is still high despite medication, and my legs are swollen; it's really concerning.",High
cardiomyopathy,I've noticed my feet and hands are puffy; it’s really unnerving me.,High
poisoning due to antipsychotics,The rigidity in my body and altered mental state have me very worried. I really need help.,Emergency
sebaceous cyst,I’ve been dealing with a painful skin bump on my arm that doesn’t go away.,Medium
sickle cell anemia,It’s frustrating dealing with the temper problems that seem to come with this illness.,Medium
kidney failure,I'm nauseous and fatigued; it's like my body just can’t handle it anymore.,High
stroke,"My left arm went completely weak, and I couldn't lift it at all.",Emergency
common cold,This flu-like syndrome is exhausting; I just want to feel like myself again.,Low
poisoning due to gas,"My heart raced, and I felt dizzy after inhaling that gas while cooking.",Emergency
juvenile rheumatoid arthritis,My back pain really affects my ability to play with friends.,Medium
abscess of the lung,"Lately, i've been having night sweats for a week, and now I'm coughing up blood-tinged mucus.",High
poisoning due to antipsychotics,"The involuntary muscle movements are frightening, and I feel very unwell; it's really concerning.",Emergency
common cold,Why do I feel like my head is in a fog with this cold?,Low
meningitis,I was sweating with a fever and felt like I couldn't breathe properly.,Emergency
congenital malformation syndrome,I can’t stand that my child's diminished hearing limits their friendships and opportunities.,Medium
diabetic ketoacidosis,I didn't realize sharp chest pain could be so serious.,Emergency
lyme disease,"I thought I could manage the fatigue, but it just keeps getting worse.",Medium
amyloidosis,"I'm constantly short of breath, and my ankles are swollen by the end of the day; it's really concerning.",Medium
polycystic kidney disease,It’s frustrating to explain my condition to friends who just don’t understand the pain I’m in.,High
adrenal cancer,"Everytime I feel dizzy, I can’t help but feel anxious about it.",High
poisoning due to antipsychotics,"The muscle stiffness is severe, and I feel extremely confused and agitated; it's really concerning.",Emergency
mitral valve disease,"Lately, I've been waking up soaked in sweat from nightmares.",Medium
hypothermia,The cold exposure has left me feeling weak and disoriented; I need help warming up. I really need help.,High
insect bite,There's this annoying skin rash all over my leg from that insect bite last week.,Low
insulin overdose,That little extra insulin turned my world upside down emotionally.,Emergency
colorectal cancer,"I've been experiencing sharp abdominal pain, and I'm not sure what to think.",High
cardiac arrest,Every breath felt like a struggle due to the chest pressure.,Emergency
heat stroke,"It was just a short run, but I felt really dizzy afterward.",Emergency
insect bite,"After getting bitten, my lip swelled up like a balloon; it's so embarrassing.",Low
abscess of the lung,"I have been having night sweats for a week, and now I am coughing up blood-tinged mucus.",High
hypertrophic obstructive cardiomyopathy (hocm),I've been having episodes where my heart races uncontrollably and I nearly black out. I really need help.,High
pneumothorax,I'm struggling to catch my breath and my chest is killing me.,Emergency
intracerebral hemorrhage,I felt an overwhelming sense of weakness; there's something very off.,Emergency
conjunctivitis due to virus,My eyes are so itchy and red; it’s driving me crazy.,Medium
hypertrophic obstructive cardiomyopathy (hocm),"I can feel my heart beating irregularly, and I get dizzy with any exertion.",High
acne,Having moles that get irritated by acne is driving me insane.,Low
alcoholic liver disease,My peripheral edema has flared up after binge drinking; I didn't expect that.,High
dislocation of the knee,The persistent swelling in my knee is driving me crazy.,Medium
poisoning due to gas,"The gas smell made me cough uncontrollably, and I felt lightheaded.",Emergency
poisoning due to antimicrobial drugs,"Since I started the antimicrobial treatment, my coordination is completely off; I feel like I'm in a fog.",Emergency
poisoning due to opioids,My mood swings have become erratic since I started taking these pain pills.,Emergency
meningitis,I was sweating with a fever and felt like I couldn't breathe properly.,Emergency
poisoning due to antimicrobial drugs,"I developed a horrible skin rash all over my body after taking the medication, and it's spreading.",Emergency
malignant hypertension,I'm feeling so overwhelmed with the depressive symptoms and constant fatigue.,Emergency
poisoning due to antimicrobial drugs,"I developed a horrible skin rash all over my body after taking the medication, and it's spreading.",Emergency
burn,I’ve been experiencing skin irritation on my arm after accidentally touching a hot surface.,Low
testicular cancer,It's tough dealing with the unknown after finding a mass in my scrotum.,High
abscess of the lung,"I've been having night sweats for a week, and now I'm coughing up blood-tinged mucus.",High
eye alignment disorder,"Sometimes, the eye deviation makes me feel like I can't trust my own vision.",Medium
poisoning due to antipsychotics,"Lately, i feel extremely sedated and my blood pressure seems very low.",Emergency
parkinson disease,The memory disturbances are alarming; I forget things I should know.,High
foreign body in the throat,Every swallow feels like torture; I'm terrified there's something lodged.,Medium
poisoning due to antipsychotics,"The muscle stiffness is severe, and I feel extremely confused and agitated; it's really concerning.",Emergency
heat stroke,"I was outside for only a bit, but I'm feeling dizzy and overheated.",Emergency
poisoning due to ethylene glycol,"I think I swallowed antifreeze by mistake, and now I am feeling very sick.",Emergency
atrophic skin condition,The lip swelling makes it difficult to eat without discomfort; it’s so annoying!,Medium
common cold,Why do I have chills during the day when I’m not even sick?,Low
burn,The constant wrist pain reminds me of the burn I got a week ago.,Low
acute respiratory distress syndrome (ards),The sharp chest pain and difficulty breathing are unbearable.,Emergency
cranial nerve palsy,I often feel self-conscious because of my facial symptoms in public settings.,High
heat stroke,"After gardening, I felt so hot that I almost passed out.",Emergency
meningitis,"I felt nauseous all day, and my body ached like I had the flu.",Emergency
pulmonic valve disease,"Lately, my ankles swell throughout the day, and I'm constantly exhausted.",Medium
premature ovarian failure,It’s stressful to think about the implications of premature ovarian failure.,High
poisoning due to sedatives,The sleepiness from sedatives is ruining my daily life.,Emergency
burn,"My burn seems to be healing slowly, and I have a slight headache.",Low
tuberculosis,"Lately, i'm extremely fatigued and have no appetite; the cough is getting worse.",Medium
hemiplegia,I feel trapped in my body due to the severity of my movement problems.,Emergency
gonorrhea,Why does it hurt so much down there? It’s so uncomfortable!,Medium
malignant hypertension,I never knew my headaches could feel this sharp and debilitating.,Emergency
burn,I thought the skin irritation from my burn would heal faster; it's quite annoying.,Low
amyloidosis,"Lately, the fatigue is overwhelming, and I've lost a lot of weight without trying.",Medium
lung cancer,I feel so weak in my legs; it makes daily tasks impossible.,High
insect bite,This itching from an insect bite is keeping me up at night; I need relief!,Low
retinopathy due to high blood pressure,"My eyesight seems to fluctuate, and I can't figure out the cause.",High
common cold,The chills keep coming and going; I can't get comfortable at all.,Low
malaria,"The cycles of fever, chills, and sweating are exhausting me completely.",High
poisoning due to antidepressants,These antidepressants have made me crave alcohol more than usual.,Emergency
pulmonary embolism,I experienced severe leg pain and now I'm struggling to catch my breath.,Emergency
